ticker,name,market,price,sma25,deviation,sigma2_lower,sigma3_lower,sigma2_upper,sigma3_upper,price_at_2s,price_at_3s,dist_to_2s,zone,stat_days,std,div_yield,div_per_share,div_at_2s,buy_score,price_at_3pct,price_at_4pct,price_at_5pct,price_at_6pct
3349.T,コスモス薬品,Nikkei225,6730.0,7039.72,-4.4,-11.275,-17.314,12.88,18.918,6246.0,5820.9,7.75,MILD DIP,5244,6.039,110.0,75.0,118.52,53,2500.0,1875.0,1500.0,1250.0
8601.T,大和証券G,Nikkei225,1488.0,1573.58,-5.439,-12.3,-18.554,12.714,18.967,1380.0,1281.6,7.82,MILD DIP,6511,6.253,404.0,58.0,435.61,53,1933.3,1450.0,1160.0,966.7
3405.T,クラレ,Nikkei225,1734.5,1768.02,-1.896,-9.027,-13.668,9.54,14.182,1608.4,1526.4,7.84,MILD DIP,6511,4.642,320.0,54.0,345.08,57,1800.0,1350.0,1080.0,900.0
1963.T,日揮HD,Nikkei225,2167.5,2300.34,-5.775,-12.701,-19.329,13.811,20.438,2008.2,1855.7,7.93,MILD DIP,6511,6.628,193.0,40.0,208.31,53,1333.3,1000.0,800.0,666.7
JNJ,Johnson & Johnson,Dow30,243.6,241.88,0.71,-6.719,-10.405,8.024,11.709,225.6,216.7,7.96,NEUTRAL,16130,3.686,214.0,5.2,231.04,57,173.3,130.0,104.0,86.7
9009.T,京成電鉄,Nikkei225,1265.0,1292.08,-2.096,-9.321,-14.211,10.242,15.133,1171.6,1108.5,7.97,MILD DIP,6511,4.891,141.0,18.0,152.23,57,600.0,450.0,360.0,300.0
6273.T,SMC,Nikkei225,67520.0,69801.2,-3.268,-10.414,-15.825,11.229,16.64,62532.0,58755.1,7.98,MILD DIP,6252,5.411,155.0,1000.0,167.36,53,33333.3,25000.0,20000.0,16666.7
4503.T,アステラス製薬,Nikkei225,2417.5,2433.66,-0.664,-8.055,-12.243,8.701,12.89,2237.6,2135.7,8.04,MILD DIP,6511,4.189,329.0,78.0,355.44,57,2600.0,1950.0,1560.0,1300.0
DIS,Disney,Dow30,101.75,105.09,-3.173,-10.412,-15.933,11.674,17.195,94.1,88.3,8.08,MILD DIP,16130,5.521,148.0,1.5,159.96,53,50.0,37.5,30.0,25.0
7912.T,大日本印刷,Nikkei225,3030.0,3075.68,-1.485,-8.869,-13.433,9.387,13.951,2802.9,2662.5,8.1,MILD DIP,6511,4.564,135.0,40.0,145.94,57,1333.3,1000.0,800.0,666.7
8002.T,丸紅,Nikkei225,5413.0,5689.64,-4.862,-12.074,-18.469,13.504,19.899,5002.7,4638.8,8.2,MILD DIP,6511,6.395,209.0,107.5,226.14,53,3583.3,2687.5,2150.0,1791.7
IDXX,IDEXX Labs,NASDAQ100,605.01,635.35,-4.775,-11.998,-18.502,14.018,20.522,559.1,517.8,8.21,MILD DIP,8717,6.504,0.0,0.0,0.0,23,0.0,0.0,0.0,0.0
6370.T,栗田工業,Nikkei225,7928.0,8112.52,-2.275,-9.778,-14.899,10.704,15.824,7319.3,6903.9,8.32,MILD DIP,6252,5.12,148.0,112.0,160.31,53,3733.3,2800.0,2240.0,1866.7
4568.T,第一三共,Nikkei225,2846.0,2924.94,-2.699,-10.175,-15.51,11.165,16.5,2627.3,2471.3,8.32,MILD DIP,6511,5.335,274.0,78.0,296.8,53,2600.0,1950.0,1560.0,1300.0
6305.T,日立建機,Nikkei225,5943.0,6323.88,-6.023,-13.274,-20.281,14.753,21.759,5484.5,5041.4,8.36,MILD DIP,6252,7.007,313.0,175.0,339.17,50,5833.3,4375.0,3500.0,2916.7
4901.T,富士フイルムHD,Nikkei225,3017.0,3068.3,-1.672,-9.266,-14.027,9.779,14.541,2784.0,2637.9,8.37,MILD DIP,6511,4.761,236.0,70.0,255.75,57,2333.3,1750.0,1400.0,1166.7
CTAS,Cintas,NASDAQ100,196.39,197.79,-0.706,-8.417,-13.044,10.091,14.718,181.1,172.0,8.42,MILD DIP,10698,4.627,90.0,1.8,97.58,57,60.0,45.0,36.0,30.0
6103.T,オークマ,Nikkei225,4035.0,4340.4,-7.036,-14.343,-21.759,15.32,22.736,3717.8,3396.0,8.53,MILD DIP,6511,7.416,257.0,100.0,278.92,50,3333.3,2500.0,2000.0,1666.7
CAT,Caterpillar,Dow30,722.49,737.44,-2.027,-9.735,-14.905,10.946,16.116,665.7,627.5,8.54,MILD DIP,16130,5.17,86.0,6.04,93.34,53,201.3,151.0,120.8,100.7
7011.T,三菱重工業,Nikkei225,4648.0,4845.84,-4.083,-11.653,-17.808,12.968,19.123,4281.2,3982.9,8.57,MILD DIP,6511,6.155,52.0,24.0,56.46,53,800.0,600.0,480.0,400.0
WMT,Walmart,Dow30,125.69,127.19,-1.182,-8.992,-13.933,10.776,15.718,115.8,109.5,8.58,MILD DIP,13471,4.942,80.0,0.99,86.87,57,33.0,24.8,19.8,16.5
6098.T,リクルートHD,Nikkei225,6598.0,6829.68,-3.392,-11.142,-17.137,12.838,18.833,6068.7,5659.3,8.72,MILD DIP,2780,5.995,37.0,25.0,40.23,46,833.3,625.0,500.0,416.7
8001.T,伊藤忠商事,Nikkei225,2087.5,2137.64,-2.346,-10.326,-15.877,11.881,17.433,1916.9,1798.2,8.9,MILD DIP,6511,5.552,217.0,44.0,236.31,53,1466.7,1100.0,880.0,733.3
8725.T,MS&ADインシュアランスG,Nikkei225,4089.0,4178.24,-2.136,-10.146,-15.49,11.233,16.577,3754.3,3531.0,8.91,MILD DIP,4383,5.345,298.0,120.0,324.56,50,4000.0,3000.0,2400.0,2000.0
GOOG,Alphabet C,NASDAQ100,308.13,311.97,-1.231,-9.345,-14.576,11.582,16.813,282.8,266.5,8.95,MILD DIP,5399,5.232,27.0,0.84,29.42,53,28.0,21.0,16.8,14.0
4042.T,東ソー,Nikkei225,2478.5,2604.88,-4.852,-12.687,-19.25,13.566,20.129,2274.4,2103.4,8.97,MILD DIP,6511,6.563,414.0,100.0,451.15,53,3333.3,2500.0,2000.0,1666.7
6501.T,日立製作所,Nikkei225,4932.0,5098.88,-3.273,-11.247,-17.053,11.976,17.782,4525.4,4229.4,8.98,MILD DIP,6511,5.806,95.0,45.0,103.54,53,1500.0,1125.0,900.0,750.0
7741.T,HOYA,Nikkei225,27445.0,27730.8,-1.031,-9.22,-14.139,10.454,15.373,25174.0,23810.1,9.02,MILD DIP,6252,4.919,90.0,240.0,98.12,57,8000.0,6000.0,4800.0,4000.0
2501.T,サッポロHD,Nikkei225,1681.5,1721.94,-2.349,-10.514,-15.989,11.387,16.862,1540.9,1446.6,9.12,MILD DIP,6511,5.475,779.0,130.0,850.08,53,4333.3,3250.0,2600.0,2166.7
GOOGL,Alphabet A,NASDAQ100,308.43,311.82,-1.085,-9.351,-14.585,11.586,16.82,282.7,266.3,9.12,MILD DIP,5399,5.234,27.0,0.84,29.46,53,28.0,21.0,16.8,14.0
2267.T,ヤクルト,Nikkei225,2585.0,2609.02,-0.921,-9.259,-14.071,9.99,14.802,2367.5,2241.9,9.19,MILD DIP,6252,4.812,252.0,66.0,275.16,57,2200.0,1650.0,1320.0,1100.0
4507.T,塩野義製薬,Nikkei225,3450.0,3497.44,-1.356,-9.72,-14.825,10.701,15.806,3157.5,2979.0,9.26,MILD DIP,6511,5.105,195.0,66.0,213.06,53,2200.0,1650.0,1320.0,1100.0
5333.T,日本ガイシ,Nikkei225,4030.0,4187.44,-3.76,-11.925,-18.129,12.891,19.094,3688.1,3428.3,9.27,MILD DIP,6511,6.204,195.0,76.0,213.08,53,2533.3,1900.0,1520.0,1266.7
4502.T,武田薬品,Nikkei225,5717.0,5644.92,1.277,-7.421,-11.224,7.795,11.598,5226.0,5011.3,9.39,NEUTRAL,6511,3.804,356.0,200.0,389.44,57,6666.7,5000.0,4000.0,3333.3
6503.T,三菱電機,Nikkei225,5417.0,5588.92,-3.076,-11.396,-17.363,12.472,18.44,4952.0,4618.5,9.39,MILD DIP,6511,5.967,105.0,55.0,114.86,53,1833.3,1375.0,1100.0,916.7
XEL,Xcel Energy,NASDAQ100,82.26,80.65,1.994,-6.773,-10.374,7.629,11.229,75.2,72.3,9.4,NEUTRAL,13351,3.601,289.0,2.37,316.18,57,79.0,59.2,47.4,39.5
CPRT,Copart,NASDAQ100,36.81,37.99,-3.088,-11.416,-17.58,13.242,19.407,33.7,31.3,9.4,MILD DIP,8024,6.164,0.0,0.0,0.0,23,0.0,0.0,0.0,0.0
6471.T,日本精工,Nikkei225,1214.5,1271.3,-4.468,-12.682,-19.175,13.288,19.78,1110.1,1027.5,9.41,MILD DIP,6511,6.492,293.0,34.0,320.56,53,1133.3,850.0,680.0,566.7
8015.T,豊田通商,Nikkei225,6403.0,6554.08,-2.305,-10.722,-16.556,12.615,18.45,5851.3,5469.0,9.43,MILD DIP,6511,5.834,196.0,116.0,214.48,53,3866.7,2900.0,2320.0,1933.3
8309.T,三井住友トラストHD,Nikkei225,5138.0,5379.6,-4.491,-12.727,-19.34,13.725,20.337,4694.9,4339.2,9.44,MILD DIP,6252,6.613,342.0,170.0,374.27,53,5666.7,4250.0,3400.0,2833.3
9432.T,NTT,Nikkei225,154.1,152.92,0.769,-7.942,-11.985,8.229,12.272,140.8,134.6,9.46,NEUTRAL,6511,4.043,344.0,5.3,376.55,57,176.7,132.5,106.0,88.3
CTSH,Cognizant,NASDAQ100,63.33,67.27,-5.869,-14.013,-21.558,16.165,23.71,57.8,52.8,9.47,MILD DIP,6949,7.545,204.0,1.32,223.32,50,44.0,33.0,26.4,22.0
7735.T,SCREENホールディングス,Nikkei225,19455.0,21107.6,-7.829,-15.802,-24.065,17.25,25.514,17772.2,16028.0,9.47,MILD DIP,6252,8.263,147.0,280.0,160.92,50,9333.3,7000.0,5600.0,4666.7
DLTR,Dollar Tree,NASDAQ100,118.9,124.18,-4.252,-12.546,-19.221,14.156,20.831,108.6,100.3,9.48,MILD DIP,7780,6.675,0.0,0.0,0.0,23,0.0,0.0,0.0,0.0
2871.T,ニチレイ,Nikkei225,2044.5,2045.04,-0.026,-8.684,-13.274,9.676,14.267,1867.4,1773.6,9.48,MILD DIP,6511,4.59,234.0,48.0,256.19,57,1600.0,1200.0,960.0,800.0
ADI,Analog Devices,NASDAQ100,320.11,335.7,-4.643,-12.918,-19.781,14.536,21.399,292.3,269.3,9.5,MILD DIP,11565,6.863,127.0,4.07,139.07,53,135.7,101.8,81.4,67.8
4578.T,大塚HD,Nikkei225,10190.0,10093.96,0.951,-7.81,-12.047,9.137,13.374,9305.6,8877.9,9.5,NEUTRAL,3722,4.237,142.0,140.0,155.5,54,4666.7,3500.0,2800.0,2333.3
8308.T,りそなHD,Nikkei225,1808.0,1915.72,-5.623,-13.873,-20.808,13.871,20.806,1650.0,1517.1,9.58,MILD DIP,6511,6.936,166.0,29.0,181.9,53,966.7,725.0,580.0,483.3
2503.T,キリンHD,Nikkei225,2595.5,2566.5,1.13,-7.788,-11.819,8.337,12.368,2366.6,2263.2,9.67,NEUTRAL,6511,4.031,291.0,76.0,319.14,57,2533.3,1900.0,1520.0,1266.7
9735.T,セコム,Nikkei225,6032.0,5968.64,1.062,-7.916,-11.953,8.235,12.272,5496.2,5255.2,9.75,NEUTRAL,6511,4.038,167.0,100.0,183.28,57,3333.3,2500.0,2000.0,1666.7
9501.T,東京電力HD,Nikkei225,599.5,654.38,-8.386,-16.534,-24.789,16.486,24.74,546.2,492.2,9.76,MILD DIP,6511,8.255,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0
4661.T,OLC,Nikkei225,2801.0,2764.12,1.334,-7.694,-11.769,8.605,12.679,2551.4,2438.8,9.78,NEUTRAL,6252,4.075,49.0,14.0,53.79,57,466.7,350.0,280.0,233.3
8591.T,オリックス,Nikkei225,4937.0,5191.28,-4.898,-13.377,-20.321,14.401,21.346,4496.9,4136.4,9.79,MILD DIP,6252,6.945,381.0,187.52,418.29,53,6250.7,4688.0,3750.4,3125.3
7272.T,ヤマハ発動機,Nikkei225,1129.0,1163.06,-2.928,-11.671,-17.74,12.605,18.674,1027.3,956.7,9.9,MILD DIP,6252,6.069,446.0,50.0,490.14,53,1666.7,1250.0,1000.0,833.3
6645.T,オムロン,Nikkei225,4740.0,4841.4,-2.094,-11.045,-16.715,11.632,17.302,4306.6,4032.2,10.06,MILD DIP,6249,5.669,227.0,104.0,249.84,43,3466.7,2600.0,2080.0,1733.3
CMCSA,Comcast,NASDAQ100,31.0,31.34,-1.063,-10.144,-15.578,11.591,17.025,28.2,26.5,10.11,MILD DIP,11565,5.434,425.0,1.32,467.95,43,44.0,33.0,26.4,22.0
TRV,Travelers,Dow30,303.26,302.14,0.372,-8.854,-13.532,9.856,14.534,275.4,261.3,10.12,NEUTRAL,12658,4.678,145.0,4.4,159.68,47,146.7,110.0,88.0,73.3
6367.T,ダイキン工業,Nikkei225,19225.0,19461.2,-1.214,-10.365,-15.843,11.547,17.025,17444.1,16378.0,10.21,MILD DIP,6511,5.478,173.0,330.0,190.66,43,11000.0,8250.0,6600.0,5500.0
5707.T,東邦亜鉛,Nikkei225,1456.0,1597.52,-8.859,-17.306,-26.064,17.725,26.483,1321.0,1181.1,10.22,MILD DIP,6511,8.758,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0
6301.T,小松製作所,Nikkei225,7168.0,7339.64,-2.339,-11.417,-17.471,12.799,18.853,6501.7,6057.4,10.25,MILD DIP,6511,6.054,286.0,190.0,315.31,43,6333.3,4750.0,3800.0,3166.7
6302.T,住友重機械,Nikkei225,5294.0,5601.96,-5.497,-14.296,-21.679,15.238,22.621,4801.1,4387.5,10.27,MILD DIP,6511,7.383,293.0,150.0,323.08,40,5000.0,3750.0,3000.0,2500.0
6594.T,ニデック,Nikkei225,2286.0,2340.92,-2.346,-11.472,-17.455,12.458,18.441,2072.4,1932.3,10.31,MILD DIP,6249,5.983,183.0,40.0,201.86,43,1333.3,1000.0,800.0,666.7
3105.T,日清紡HD,Nikkei225,1618.5,1655.64,-2.243,-11.399,-17.305,12.224,18.13,1466.9,1369.1,10.33,MILD DIP,6511,5.906,238.0,36.0,262.59,43,1200.0,900.0,720.0,600.0
6113.T,アマダ,Nikkei225,2341.0,2395.38,-2.27,-11.432,-17.347,12.23,18.146,2121.6,1979.9,10.34,MILD DIP,6252,5.916,277.0,62.0,305.65,43,2066.7,1550.0,1240.0,1033.3
5332.T,TOTO,Nikkei225,5715.0,5799.24,-1.453,-10.706,-16.278,11.582,17.154,5178.4,4855.3,10.36,MILD DIP,6511,5.572,184.0,100.0,203.07,43,3333.3,2500.0,2000.0,1666.7
8801.T,三井不動産,Nikkei225,1967.5,2005.56,-1.898,-11.116,-16.919,12.099,17.902,1782.6,1666.2,10.37,MILD DIP,6511,5.804,174.0,34.0,192.05,43,1133.3,850.0,680.0,566.7
8795.T,T&D HD,Nikkei225,3873.0,4007.96,-3.367,-12.466,-18.867,13.137,19.538,3508.3,3251.8,10.39,MILD DIP,5404,6.401,325.0,124.0,358.78,43,4133.3,3100.0,2480.0,2066.7
KHC,Kraft Heinz,NASDAQ100,24.09,24.06,0.141,-9.293,-13.804,8.75,13.261,21.8,20.7,10.4,NEUTRAL,2662,4.511,655.0,1.6,723.12,40,53.3,40.0,32.0,26.7
MCD,McDonald's,Dow30,328.57,327.81,0.233,-9.218,-14.181,10.634,15.596,297.6,281.3,10.41,NEUTRAL,14995,4.963,225.0,7.44,248.42,47,248.0,186.0,148.8,124.0
8035.T,東京エレクトロン,Nikkei225,40030.0,42122.0,-4.967,-13.966,-21.253,15.185,22.473,36239.4,33169.7,10.46,MILD DIP,6511,7.288,154.0,601.0,170.11,40,20033.3,15025.0,12020.0,10016.7
9005.T,東急,Nikkei225,1903.5,1908.84,-0.28,-9.722,-14.76,10.431,15.469,1723.3,1627.1,10.46,MILD DIP,6511,5.038,168.0,32.0,185.57,43,1066.7,800.0,640.0,533.3
6971.T,京セラ,Nikkei225,2625.5,2638.04,-0.475,-9.919,-14.958,10.238,15.277,2376.4,2243.4,10.48,MILD DIP,6511,5.039,198.0,50.0,218.76,43,1666.7,1250.0,1000.0,833.3
7202.T,いすゞ自動車,Nikkei225,2574.5,2734.36,-5.846,-14.827,-22.512,15.911,23.596,2328.9,2118.8,10.54,MILD DIP,6511,7.685,368.0,92.0,406.8,40,3066.7,2300.0,1840.0,1533.3
6857.T,アドバンテスト,Nikkei225,24075.0,26012.6,-7.449,-16.301,-24.762,17.545,26.006,21772.3,19571.3,10.58,MILD DIP,6511,8.461,21.0,49.0,23.22,40,1633.3,1225.0,980.0,816.7
8630.T,SOMPOホールディングス,Nikkei225,5913.0,5885.2,0.472,-9.24,-14.254,10.815,15.829,5341.4,5046.3,10.7,NEUTRAL,3894,5.014,260.0,150.0,287.82,40,5000.0,3750.0,3000.0,2500.0
CSCO,Cisco,Dow30,78.52,80.0,-1.839,-11.336,-17.534,13.454,19.652,70.9,66.0,10.71,MILD DIP,9056,6.198,220.0,1.68,243.57,43,56.0,42.0,33.6,28.0
1721.T,コムシスHD,Nikkei225,5394.0,5365.0,0.541,-9.245,-14.177,10.482,15.414,4869.0,4604.4,10.78,NEUTRAL,5537,4.932,228.0,120.0,252.58,47,4000.0,3000.0,2400.0,2000.0
2531.T,宝HD,Nikkei225,1572.5,1600.94,-1.776,-11.398,-17.135,11.553,17.291,1418.5,1326.6,10.86,MILD DIP,6511,5.738,184.0,29.0,203.98,43,966.7,725.0,580.0,483.3
4519.T,中外製薬,Nikkei225,9520.0,9494.4,0.27,-9.606,-14.752,10.978,16.124,8582.4,8093.8,10.93,NEUTRAL,6511,5.146,139.0,132.0,154.19,43,4400.0,3300.0,2640.0,2200.0
7004.T,日立造船(注:代替),Nikkei225,1008.0,1058.84,-4.801,-14.199,-21.412,14.65,21.863,908.5,832.1,10.95,MILD DIP,6511,7.212,261.0,25.0,289.59,40,833.3,625.0,500.0,416.7
6723.T,ルネサスエレクトロニクス,Nikkei225,2549.5,2809.78,-9.263,-18.243,-27.376,18.29,27.423,2297.2,2040.6,10.98,MILD DIP,5584,9.133,117.0,28.0,129.85,40,933.3,700.0,560.0,466.7
6361.T,荏原製作所,Nikkei225,5103.0,5319.28,-4.066,-13.577,-20.598,14.505,21.525,4597.1,4223.6,11.01,MILD DIP,6511,7.02,137.0,66.0,152.08,40,2200.0,1650.0,1320.0,1100.0
4324.T,電通G,Nikkei225,2833.0,2870.72,-1.314,-11.108,-16.739,11.414,17.044,2551.8,2390.2,11.02,MILD DIP,6013,5.63,414.0,139.5,459.62,43,4650.0,3487.5,2790.0,2325.0
AEP,American Electric Power,NASDAQ100,132.92,128.15,3.721,-6.6,-10.101,7.406,10.907,119.7,115.2,11.05,NEUTRAL,16130,3.501,288.0,3.8,319.82,47,126.7,95.0,76.0,63.3
6702.T,富士通,Nikkei225,3657.0,3756.16,-2.64,-12.366,-18.616,12.636,18.887,3291.7,3056.9,11.1,MILD DIP,6511,6.25,136.0,50.0,151.09,43,1666.7,1250.0,1000.0,833.3
CVX,Chevron,Dow30,188.73,184.05,2.543,-7.724,-11.843,8.755,12.874,169.8,162.3,11.13,NEUTRAL,16130,4.12,376.0,7.12,417.83,47,237.3,178.0,142.4,118.7
ORLY,O'Reilly Auto,NASDAQ100,95.0,94.17,0.886,-9.233,-14.339,11.19,16.296,85.5,80.7,11.15,NEUTRAL,8252,5.106,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0
6724.T,セイコーエプソン,Nikkei225,1988.5,2068.9,-3.886,-13.547,-20.363,13.714,20.529,1788.6,1647.6,11.18,MILD DIP,6252,6.815,376.0,74.0,418.02,43,2466.7,1850.0,1480.0,1233.3
3086.T,Jフロント,Nikkei225,2472.0,2541.78,-2.745,-12.647,-19.195,13.548,20.096,2220.3,2053.9,11.33,MILD DIP,6511,6.549,221.0,54.0,246.05,43,1800.0,1350.0,1080.0,900.0
4021.T,日産化学,Nikkei225,6368.0,6414.52,-0.725,-10.845,-16.576,12.079,17.81,5718.8,5351.2,11.35,MILD DIP,6511,5.731,355.0,220.0,395.3,43,7333.3,5500.0,4400.0,3666.7
COST,Costco,NASDAQ100,1005.97,995.13,1.089,-9.212,-14.151,10.541,15.479,903.5,854.3,11.35,NEUTRAL,9970,4.938,52.0,5.2,57.9,47,173.3,130.0,104.0,86.7
MELI,MercadoLibre,NASDAQ100,1761.66,1904.9,-7.52,-17.009,-26.151,19.559,28.701,1580.9,1406.8,11.43,MILD DIP,4650,9.142,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0
7013.T,IHI,Nikkei225,3835.0,4032.4,-4.895,-14.654,-22.371,16.211,23.927,3441.5,3130.3,11.43,MILD DIP,6511,7.716,53.0,20.0,59.06,40,666.7,500.0,400.0,333.3
4543.T,テルモ,Nikkei225,2043.0,2021.56,1.061,-9.355,-14.244,10.199,15.087,1832.4,1733.6,11.49,NEUTRAL,6511,4.888,147.0,30.0,163.89,47,1000.0,750.0,600.0,500.0
4523.T,エーザイ,Nikkei225,4850.0,4879.56,-0.606,-10.879,-16.492,11.573,17.186,4348.7,4074.8,11.53,MILD DIP,6511,5.613,332.0,160.0,370.27,43,5333.3,4000.0,3200.0,2666.7
HON,Honeywell,Dow30,243.38,239.99,1.412,-9.131,-13.931,10.067,14.867,218.1,206.6,11.6,NEUTRAL,16130,4.8,200.0,4.76,223.21,47,158.7,119.0,95.2,79.3
ODFL,Old Dominion Freight,NASDAQ100,197.37,198.39,-0.516,-10.966,-16.891,12.735,18.66,176.6,164.9,11.74,MILD DIP,8630,5.925,59.0,1.16,65.93,43,38.7,29.0,23.2,19.3
PAYX,Paychex,NASDAQ100,96.2,95.07,1.185,-9.492,-14.66,11.179,16.347,86.0,81.1,11.8,NEUTRAL,10693,5.168,440.0,4.32,491.91,43,144.0,108.0,86.4,72.0
7911.T,凸版印刷(注:代替),Nikkei225,5056.0,4981.48,1.496,-9.317,-14.12,9.895,14.698,4517.3,4278.1,11.92,NEUTRAL,6511,4.803,116.0,56.0,129.83,47,1866.7,1400.0,1120.0,933.3
5214.T,日本電気硝子,Nikkei225,6283.0,6434.92,-2.361,-12.77,-19.325,13.45,20.005,5613.2,5191.4,11.93,MILD DIP,6252,6.555,260.0,160.0,291.02,43,5333.3,4000.0,3200.0,2666.7
4716.T,日本オラクル(注:代替),Nikkei225,9492.0,9545.12,-0.557,-11.204,-16.843,11.353,16.992,8475.7,7937.5,11.99,MILD DIP,6249,5.639,201.0,190.0,225.1,43,6333.3,4750.0,3800.0,3166.7
WDAY,Workday,NASDAQ100,142.93,145.31,-1.639,-12.213,-18.557,13.161,19.505,127.6,118.3,12.05,MILD DIP,3345,6.344,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0
6753.T,シャープ,Nikkei225,620.2,661.34,-6.22,-16.344,-24.296,15.465,23.417,553.3,500.7,12.1,MILD DIP,6511,7.952,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0
MSFT,Microsoft,Dow30,406.72,401.94,1.188,-9.73,-15.157,11.978,17.405,362.8,341.0,12.1,NEUTRAL,10051,5.427,89.0,3.64,99.76,43,121.3,91.0,72.8,60.7
5703.T,日本軽金属HD,Nikkei225,2919.0,2970.08,-1.72,-12.332,-18.713,13.193,19.574,2603.8,2414.3,12.11,MILD DIP,6511,6.381,285.0,80.0,319.5,43,2666.7,2000.0,1600.0,1333.3
4043.T,トクヤマ,Nikkei225,3963.0,4111.64,-3.615,-14.07,-21.266,14.712,21.908,3533.1,3237.3,12.17,MILD DIP,6252,7.196,313.0,120.0,351.08,40,4000.0,3000.0,2400.0,2000.0
4755.T,楽天グループ,Nikkei225,799.5,861.35,-7.18,-17.304,-26.034,17.617,26.347,712.3,637.1,12.24,MILD DIP,6435,8.73,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0
4911.T,資生堂,Nikkei225,3070.0,3038.14,1.049,-10.056,-15.218,10.59,15.752,2732.6,2575.8,12.35,NEUTRAL,6511,5.162,198.0,60.0,222.45,43,2000.0,1500.0,1200.0,1000.0
8253.T,クレディセゾン,Nikkei225,4448.0,4535.92,-1.938,-12.723,-19.253,13.396,19.926,3958.8,3662.6,12.36,MILD DIP,6511,6.53,302.0,130.0,339.32,43,4333.3,3250.0,2600.0,2166.7
EXC,Exelon,NASDAQ100,49.08,47.03,4.362,-7.14,-10.966,8.162,11.987,43.7,41.9,12.39,NEUTRAL,13302,3.825,342.0,1.68,384.36,47,56.0,42.0,33.6,28.0
FAST,Fastenal,NASDAQ100,46.45,46.35,0.212,-10.855,-16.801,12.925,18.871,41.3,38.6,12.42,NEUTRAL,9687,5.945,192.0,0.9,215.84,43,30.0,22.5,18.0,15.0
6762.T,TDK,Nikkei225,2208.0,2249.72,-1.854,-12.88,-19.507,13.63,20.258,1960.0,1810.9,12.66,MILD DIP,6511,6.628,162.0,34.0,182.5,43,1133.3,850.0,680.0,566.7
6861.T,キーエンス,Nikkei225,60650.0,59473.6,1.978,-9.527,-14.578,10.675,15.726,53807.5,50803.7,12.72,NEUTRAL,6252,5.051,95.0,550.0,107.08,43,18333.3,13750.0,11000.0,9166.7
6758.T,ソニーG,Nikkei225,3403.0,3449.04,-1.335,-12.471,-18.797,12.833,19.159,3018.9,2800.7,12.72,MILD DIP,6511,6.326,75.0,25.0,84.54,43,833.3,625.0,500.0,416.7
9433.T,KDDI,Nikkei225,2709.5,2673.24,1.356,-10.312,-15.64,11.002,16.331,2397.6,2255.1,13.01,NEUTRAL,6511,5.329,299.0,80.0,337.9,43,2666.7,2000.0,1600.0,1333.3
9983.T,ファーストリテイリング,Nikkei225,64250.0,65701.99,-2.21,-13.511,-20.637,14.992,22.118,56824.8,52143.0,13.07,MILD DIP,6511,7.126,85.0,540.0,96.11,40,18000.0,13500.0,10800.0,9000.0
BKR,Baker Hughes,NASDAQ100,60.41,61.29,-1.437,-12.837,-19.449,13.611,20.223,53.4,49.4,13.08,MILD DIP,9782,6.612,153.0,0.92,173.01,43,30.7,23.0,18.4,15.3
3231.T,野村不動産HD,Nikkei225,1099.5,1101.08,-0.143,-11.733,-17.738,12.287,18.292,971.9,905.8,13.13,MILD DIP,4751,6.005,370.0,40.0,418.58,40,1333.3,1000.0,800.0,666.7
6146.T,ディスコ,Nikkei225,69790.0,71772.4,-2.762,-14.069,-21.524,15.749,23.204,61674.7,56324.4,13.16,MILD DIP,6252,7.455,66.0,437.0,74.68,40,14566.7,10925.0,8740.0,7283.3
4684.T,オービック(注:代替),Nikkei225,4080.0,3974.32,2.659,-9.284,-14.177,10.287,15.179,3605.3,3410.9,13.17,NEUTRAL,6252,4.893,203.0,84.0,229.73,47,2800.0,2100.0,1680.0,1400.0
ROP,Roper Technologies,NASDAQ100,354.3,346.0,2.398,-9.537,-14.7,11.117,16.28,313.0,295.1,13.19,NEUTRAL,8553,5.163,100.0,3.64,113.19,43,121.3,91.0,72.8,60.7
3099.T,三越伊勢丹HD,Nikkei225,2945.0,2963.46,-0.623,-12.221,-18.488,12.848,19.115,2601.3,2415.6,13.21,MILD DIP,6252,6.267,274.0,80.0,310.2,43,2666.7,2000.0,1600.0,1333.3
CSGP,CoStar Group,NASDAQ100,46.28,48.07,-3.714,-14.972,-22.864,16.598,24.49,40.9,37.1,13.24,MILD DIP,6941,7.892,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0
8750.T,第一生命HD,Nikkei225,1492.5,1496.72,-0.282,-11.997,-18.313,13.266,19.582,1317.2,1222.6,13.31,MILD DIP,3894,6.316,381.0,56.0,431.72,40,1866.7,1400.0,1120.0,933.3
9301.T,三菱倉庫,Nikkei225,1388.0,1367.24,1.518,-10.439,-15.854,11.224,16.639,1224.5,1150.5,13.35,NEUTRAL,6511,5.416,262.0,36.0,296.98,43,1200.0,900.0,720.0,600.0
